id,bathrooms,bedrooms,price,square_feet,latitude,longitude,time,has_photo_Thumbnail,cityname,state,source,predicted_price
5667517174.0,1,1.0,1648.0,900.0,41.8952,-87.6219,1577271677.0,1.0,271.0,14,5,0.048911222917849446
5668635968.0,1,2.0,1495.0,895.0,45.5091,-122.6449,1577360078.0,1.0,1134.0,37,9,0.016240238178368963
5668610263.0,1,1.0,1055.0,550.0,27.7873,-82.6772,1577358312.0,1.0,1237.0,9,9,-0.43832355403807616
5668623148.0,1,1.0,769.0,722.0,35.9695,-83.981,1577359158.0,1.0,703.0,42,9,-0.6103385166345009
5668611821.0,1,1.0,1595.0,846.0,38.7999,-77.1072,1577358448.0,1.0,15.0,45,9,0.17233543006151453
5668615391.0,1,1.0,1395.0,469.0,45.5091,-122.6449,1577358675.0,1.0,1134.0,37,9,-0.2513752337312448
5508797355.0,1,2.0,1220.0,820.0,39.6904,-105.0901,1568753315.0,1.0,368.0,5,8,0.03695065078845705
5668635437.0,1,2.0,995.0,1000.0,46.6925,-120.555,1577360043.0,1.0,1287.0,47,9,-0.24743363255814674
5509124042.0,1,1.0,2000.0,664.0,33.7606,-118.0806,1568774614.0,0.0,1282.0,4,8,0.2623626362179252
5668632985.0,1,1.0,1250.0,538.0,45.5091,-122.6449,1577359880.0,1.0,1134.0,37,9,-0.25401169784797895
5664576943.0,1,3.0,1695.0,1029.0,43.0724,-89.4003,1577015515.0,1.0,809.0,48,9,-0.0414903042137796
5508792788.0,2,2.0,850.0,1100.0,36.2548,-115.5263,1568752914.0,1.0,739.0,33,8,-0.4228088224260649
5668634429.0,2,2.0,1225.0,1077.0,30.2989,-81.6324,1577359984.0,1.0,660.0,9,9,-0.12353501038929857
5668632048.0,1,1.0,965.0,575.0,30.3054,-97.7497,1577359800.0,1.0,69.0,43,9,-0.3960795464471354
5668636016.0,2,2.0,1025.0,1050.0,39.0269,-94.6516,1577360081.0,1.0,908.0,16,9,-0.4168321890874976
5509100368.0,2,2.0,1095.0,1154.0,33.6795,-84.1596,1568773407.0,0.0,771.0,10,8,-0.32263198750547173
5509243784.0,1,1.0,1550.0,960.0,40.4667,-79.95,1568780637.0,0.0,1109.0,38,8,-0.46491198201193734
5664579555.0,2,3.0,1300.0,1228.0,35.3067,-81.0325,1577015751.0,1.0,938.0,27,9,-0.19545350310743995
5509086078.0,2,2.0,1655.0,949.0,42.9442,-71.5194,1568772574.0,1.0,94.0,30,8,0.26665836747688915
5508764696.0,1,1.0,1835.0,680.0,34.1236,-118.2878,1568750859.0,1.0,792.0,4,8,0.8617410410490036
5508708321.0,2,2.0,2450.0,1208.0,40.7434,-74.1521,1568746710.0,1.0,585.0,31,8,1.2435742025511585
5668622131.0,1,1.0,725.0,250.0,36.137,-86.783,1577359105.0,1.0,955.0,42,9,-0.6598016716715073
5668635753.0,1,1.0,810.0,708.0,42.0259,-93.6516,1577360062.0,1.0,30.0,12,9,-0.6550585517384983
5668639473.0,1,2.0,900.0,785.0,41.5657,-93.7305,1577360316.0,1.0,1497.0,12,9,-0.6533023604941597
5668639823.0,2,2.0,2395.0,1350.0,42.5272,-71.1094,1577360341.0,1.0,1167.0,19,9,1.4259744502569336
5509256889.0,2,2.0,1400.0,1257.0,40.2206,-74.7174,1568781340.0,0.0,1413.0,31,8,0.533883488762544
5509076445.0,1,1.0,1185.0,784.0,39.905,-74.9965,1568772098.0,0.0,264.0,31,8,-0.18385092501066505
5648138656.0,1,1.0,2995.0,600.0,33.7667,-118.3667,1575978275.0,1.0,1159.0,4,9,0.7980506845804771
5668623633.0,1,1.0,1489.0,940.0,39.6894,-105.1119,1577359188.0,1.0,732.0,5,9,-0.1925124993789541
5509102609.0,1,1.0,2175.0,739.0,40.789,-74.0122,1568773522.0,0.0,1505.0,31,8,0.771145027844183
5668635800.0,1,1.0,1595.0,642.0,34.431,-118.5222,1577360066.0,1.0,1263.0,4,9,0.4405121506763293
5668626201.0,1,1.0,1677.0,723.0,34.1873,-119.1738,1577359361.0,1.0,1059.0,4,9,0.6228310606036422
5668615172.0,1,1.0,505.0,575.0,39.0744,-94.5521,1577358657.0,1.0,680.0,24,9,-0.7640021576288928
5667220271.0,1,3.0,975.0,1092.0,41.6475,-93.4713,1577226702.0,1.0,24.0,12,0,-0.2785896160005258
5668623195.0,1,2.0,800.0,490.0,41.2562,-96.0404,1577359162.0,1.0,1040.0,29,9,-0.768296962541376
5509217680.0,1,1.0,1364.0,644.0,47.4608,-122.2095,1568779670.0,1.0,1177.0,47,8,-0.15736753243423288
5509152502.0,2,2.0,1249.0,1069.0,32.8525,-97.1399,1568776496.0,0.0,94.0,43,8,-0.17802601206292767
5668259870.0,1,2.0,800.0,864.0,41.6475,-93.4713,1577310613.0,1.0,24.0,12,3,-0.6006551646804638
5668632026.0,1,1.0,1059.0,644.0,30.6505,-97.6809,1577359798.0,1.0,519.0,43,9,-0.5376986665094103
5668612110.0,1,0.0,1695.0,232.0,37.7599,-122.4379,1577358464.0,1.0,1246.0,4,9,0.40303963692468747
5668620784.0,1,1.0,740.0,468.0,27.7332,-97.4058,1577359020.0,1.0,323.0,43,9,-0.5418249683518217
5668630242.0,1,1.0,815.0,728.0,30.3054,-97.7497,1577359680.0,1.0,69.0,43,9,0.31513336848853735
5509201446.0,1,1.0,1353.0,950.0,32.8524,-97.0886,1568779071.0,1.0,446.0,43,8,-0.4698612433175489
5668642149.0,1,1.0,1505.0,650.0,34.0372,-118.2972,1577360481.0,1.0,792.0,4,9,0.7944592073911813
5509085407.0,2,3.0,2285.0,1441.0,47.5582,-122.0044,1568772538.0,1.0,856.0,27,8,1.49245375618031
5668624585.0,1,1.0,850.0,250.0,38.6487,-77.3152,1577359250.0,1.0,1553.0,45,9,-0.5486024258344252
5509109598.0,1,1.0,1762.0,689.0,47.3907,-122.2626,1568773922.0,0.0,690.0,47,8,-0.0038667657053419106
5508806902.0,2,3.0,1109.0,950.0,36.9141,-76.2882,1568754117.0,1.0,995.0,45,8,-0.08352363367929032
5508671891.0,1,1.0,851.0,620.0,37.6108,-77.44,1568744972.0,1.0,1185.0,45,8,-0.5530718571115179
5509001456.0,2,2.0,1374.0,1290.0,35.823,-78.6438,1568766572.0,1.0,931.0,27,8,-0.11671929759561976
5664578215.0,1,1.0,575.0,480.0,43.6309,-84.2394,1577015627.0,1.0,890.0,22,9,-0.7382084689545063
5509069617.0,1,1.0,1686.0,741.0,47.5311,-122.0679,1568771661.0,0.0,657.0,47,8,0.3622461596458575
5668628531.0,1,1.0,525.0,230.0,35.1211,-89.9517,1577359551.0,1.0,864.0,42,9,-0.7202589349331334
5668642665.0,2,2.0,2000.0,1265.0,33.7848,-84.3922,1577360512.0,1.0,60.0,10,9,0.14546743072924584
5508813129.0,2,2.0,2295.0,1026.0,42.3968,-71.0342,1568754605.0,1.0,262.0,19,8,1.1850249456450785
5668617071.0,1,1.0,1635.0,714.0,33.8813,-117.9263,1577358767.0,1.0,503.0,4,9,0.13752755535298455
5668614287.0,1,1.0,1216.0,547.0,41.8625,-87.6825,1577358592.0,1.0,271.0,14,9,-0.17234558651905268
5668632323.0,1,1.0,890.0,550.0,30.3054,-97.7497,1577359824.0,1.0,69.0,43,9,-0.40026723227782407
5509155401.0,1,1.0,925.0,846.0,35.6217,-97.4702,1568776709.0,0.0,414.0,36,8,-0.5590070553787073
5668635068.0,1,1.0,1449.0,605.0,45.5091,-122.6449,1577360024.0,1.0,1134.0,37,9,-0.2634613928680315
5653583997.0,1,1.0,1179.0,680.0,39.736,-104.9819,1576323337.0,1.0,368.0,5,9,-0.18935821969513195
5668619028.0,1,1.0,2530.0,998.0,39.736,-104.9819,1577358896.0,1.0,368.0,5,9,0.07878192543610747
5508809087.0,2,2.0,2401.0,1042.0,42.3968,-71.0342,1568754321.0,1.0,262.0,19,8,1.2235945192635236
5508959873.0,2,2.0,1191.0,1160.0,39.3374,-84.4058,1568763917.0,1.0,1493.0,35,8,-0.28361532628357344
5508868817.0,2,2.0,2265.0,1120.0,41.0133,-74.3321,1568758379.0,1.0,136.0,31,8,0.832300555957172
5508754781.0,1,1.0,1180.0,732.0,39.0614,-76.8511,1568750106.0,1.0,741.0,20,8,-0.21533698254072722
5668634408.0,1,2.0,1550.0,600.0,47.892,-122.0581,1577359982.0,1.0,1317.0,47,9,-0.03448402396675497
5508976925.0,2,2.0,1910.0,1361.0,39.1396,-77.1914,1568764892.0,1.0,507.0,20,8,0.8386727794720534
5664594957.0,1,1.0,1175.0,906.0,30.3054,-97.7497,1577016865.0,1.0,69.0,43,9,-0.15869662209144886
5668611315.0,1,2.0,777.0,563.0,35.823,-78.6438,1577358409.0,1.0,1155.0,27,9,-0.5247304802868524
5659901612.0,2,2.0,1200.0,1350.0,42.6465,-83.2861,1576666649.0,1.0,1123.0,22,9,0.2200706793377292
5668624072.0,1,1.0,1500.0,250.0,37.7599,-122.4379,1577359213.0,1.0,1246.0,4,9,0.4908209901404754
5668628950.0,2,3.0,950.0,1100.0,33.8037,-85.7689,1577359582.0,1.0,660.0,1,9,-0.31975595654507727
5668613184.0,1,1.0,1635.0,568.0,42.6398,-71.3184,1577358523.0,1.0,797.0,19,9,-0.20949317212627785
5508992810.0,1,1.0,1807.0,700.0,41.0025,-74.0303,1568765925.0,1.0,1519.0,31,8,0.4556773223268739
5668627973.0,2,3.0,1795.0,1835.0,29.8731,-81.3461,1577359507.0,1.0,781.0,10,9,0.13834724533906073
5668641067.0,2,3.0,1600.0,1866.0,37.0835,-113.5823,1577360422.0,1.0,257.0,27,9,0.24475905661916614
5508837708.0,2,2.0,1095.0,1002.0,32.7057,-96.8747,1568756288.0,1.0,350.0,43,8,-0.3548253021317978
5668626826.0,1,2.0,2000.0,650.0,33.8056,-118.1696,1577359409.0,1.0,784.0,4,9,0.1690646834847265
5509168490.0,1,1.0,920.0,697.0,40.3911,-80.1989,1568777485.0,1.0,1027.0,38,8,-0.7033664990545967
5508902155.0,1,1.0,1375.0,864.0,28.2966,-81.6162,1568760527.0,1.0,700.0,9,8,-0.19234709601226904
5668633963.0,1,1.0,3825.0,750.0,40.7247,-73.9545,1577359947.0,1.0,979.0,34,9,0.7313898994645972
5668613451.0,1,3.0,1249.0,570.0,28.0076,-82.4792,1577358536.0,1.0,1385.0,9,9,-0.16166730397816959
5509074862.0,2,3.0,1113.0,1108.0,38.8021,-104.7105,1568772018.0,0.0,303.0,5,8,-0.08842600260577
5668626465.0,1,1.0,3388.0,960.0,37.567,-122.3657,1577359374.0,1.0,612.0,4,9,2.382399029728632
5668628550.0,1,1.0,795.0,975.0,33.7416,-84.2614,1577359553.0,1.0,362.0,10,9,0.25110368689009177
5668609820.0,1,1.0,835.0,600.0,29.717,-95.612,1577358291.0,1.0,633.0,43,9,-0.6019050628076161
5661941448.0,2,2.0,1425.0,1058.0,40.4067,-105.0984,1576791677.0,1.0,795.0,5,3,-0.07579486327078812
5668632632.0,1,1.0,1560.0,527.0,30.3054,-97.7497,1577359851.0,1.0,69.0,43,9,-0.36249027403423834
5509243830.0,1,1.0,1930.0,884.0,47.4831,-122.1298,1568780638.0,1.0,1177.0,47,8,0.26823906607037645
5668617857.0,2,3.0,817.0,1473.0,43.7815,-88.4411,1577358819.0,1.0,1119.0,4,9,-0.17946577218863952
5659899323.0,1,1.0,800.0,230.0,35.224,-81.1809,1576666501.0,1.0,517.0,27,9,-0.8368307989323835
5642327386.0,1,2.0,1399.0,600.0,61.1723,-149.8414,1575638900.0,1.0,34.0,0,9,-0.5899884656809016
5668621039.0,2,2.0,1448.0,1023.0,38.0172,-84.4931,1577359035.0,1.0,761.0,17,9,-0.4728476703909733
5668631496.0,1,1.0,1135.0,672.0,30.3054,-97.7497,1577359759.0,1.0,69.0,43,9,-0.3406679731965355
5508980056.0,1,1.0,760.0,500.0,32.6857,-96.6013,1568765063.0,1.0,350.0,43,8,-0.7454334374100087
5668630763.0,3,3.0,2099.0,1800.0,39.6764,-75.5975,1577359716.0,1.0,271.0,14,9,1.182453076607969
5509023246.0,2,2.0,3739.0,1032.0,33.9908,-118.4592,1568768253.0,1.0,1118.0,4,8,2.3027102875158265
5653561959.0,1,1.0,1130.0,700.0,43.0724,-89.4003,1576322076.0,1.0,809.0,48,9,-0.10894981780199034
5668642710.0,1,1.0,1325.0,525.0,32.9631,-96.7212,1577360515.0,1.0,1184.0,43,9,-0.6367937810289469
5668626275.0,1,1.0,695.0,500.0,42.9497,-85.6417,1577359365.0,1.0,550.0,22,9,-0.7194065161593503
5664598144.0,2,4.0,1400.0,1395.0,35.6101,-78.4715,1577017147.0,1.0,284.0,27,9,-0.12368212293821905
5509157115.0,2,2.0,1177.0,1195.0,33.873,-84.112,1568776866.0,1.0,764.0,10,8,-0.2871286402683298
5508815598.0,1,1.0,1860.0,805.0,39.1527,-76.9306,1568754800.0,1.0,504.0,20,8,0.14067749072850705
5664579568.0,1,1.0,1346.0,797.0,35.9517,-79.071,1577015752.0,1.0,253.0,27,9,-0.4611150602229033
5668616754.0,1,1.0,835.0,628.0,32.2264,-110.9438,1577358747.0,1.0,1417.0,3,9,-0.6914257527088643
5668636152.0,2,2.0,1250.0,1324.0,33.0476,-96.7467,1577360090.0,1.0,1113.0,43,9,0.0625852072041821
5668612345.0,1,1.0,1130.0,638.0,32.0057,-102.1036,1577358477.0,1.0,890.0,43,9,-0.5064585065200654
5664566521.0,1,0.0,885.0,633.0,29.7714,-95.4343,1577014783.0,1.0,633.0,43,9,-0.5346482194017789
5664581624.0,2,3.0,2200.0,2100.0,43.0762,-85.5885,1577015933.0,1.0,1545.0,5,9,0.7575029288645995
5668226824.0,1,1.0,2182.0,671.0,38.9016,-77.0508,1577305289.0,1.0,1467.0,7,7,0.8000642553814619
5508811959.0,2,2.0,1360.0,1191.0,36.1536,-115.1965,1568754524.0,1.0,739.0,33,8,-0.11383226355108052
5668636322.0,2,3.0,2550.0,1440.0,47.616,-122.3275,1577360101.0,1.0,809.0,48,9,1.5265486228149883
5509252944.0,1,2.0,827.0,434.0,35.4718,-97.518,1568781073.0,0.0,1037.0,36,8,-0.7799383316680624
5668627612.0,1,1.0,735.0,742.0,38.9329,-94.7538,1577359477.0,1.0,756.0,16,9,-0.6335485613737135
5668626533.0,2,5.0,2098.0,1764.0,40.5649,-105.0824,1577359380.0,1.0,778.0,27,9,1.3026530376402201
5508980789.0,1,1.0,2148.0,818.0,40.8488,-73.9736,1568765109.0,1.0,482.0,31,8,1.1397347903421897
5668616328.0,1,1.0,670.0,360.0,43.0724,-89.4003,1577358722.0,1.0,809.0,48,9,-0.6179012866026958
5668637606.0,2,2.0,2795.0,1050.0,34.0372,-118.2972,1577360169.0,1.0,792.0,4,9,1.549681209090513
5664597250.0,3,4.0,4750.0,3116.0,38.9899,-77.1242,1577017069.0,1.0,322.0,4,9,1.7534846203152552
5509119728.0,2,2.0,1099.0,1046.0,39.7069,-84.0832,1568774414.0,1.0,358.0,35,8,-0.4547945673502948
5668632080.0,1,1.0,1903.0,571.0,30.3054,-97.7497,1577359803.0,1.0,69.0,43,9,-0.40677866281036423
5668625554.0,1,1.0,985.0,367.0,41.8625,-87.6825,1577359323.0,1.0,271.0,14,9,-0.3523016720549177
5668625097.0,2,2.0,1585.0,1236.0,43.0724,-89.4003,1577359292.0,1.0,809.0,48,9,-0.012594954376874435
5668624388.0,1,2.0,829.0,450.0,27.7873,-82.6772,1577359236.0,1.0,1237.0,9,9,-0.43568013796271854
5668610838.0,2,3.0,1575.0,1868.0,35.2016,-80.8124,1577358362.0,1.0,516.0,27,9,0.002943765769209654
5668616504.0,1,2.0,1025.0,805.0,38.8562,-104.772,1577358732.0,1.0,303.0,5,9,-0.3880492989800106
5668624315.0,1,1.0,1095.0,475.0,26.1343,-80.233,1577359232.0,1.0,481.0,9,9,-0.37007801842435145
5668620985.0,2,2.0,2205.0,1160.0,37.1892,-93.2908,1577359032.0,1.0,1345.0,24,9,-0.3732598900158348
5668612560.0,1,1.0,915.0,250.0,39.5516,-104.969,1577358488.0,1.0,609.0,5,9,-0.6532362024211222
5668619685.0,1,0.0,490.0,450.0,37.7059,-85.8628,1577358944.0,1.0,424.0,17,9,-0.7738311716694914
5664590214.0,3,4.0,2400.0,2438.0,39.0994,-104.8503,1577016573.0,1.0,523.0,4,9,0.9213546897056649
5668642088.0,2,3.0,1675.0,1594.0,28.6921,-81.5149,1577360475.0,1.0,1340.0,43,9,0.23153409416746526
5508976378.0,1,1.0,1057.0,842.0,39.267,-84.2921,1568764855.0,1.0,795.0,35,8,-0.5819515472757486
5509068391.0,1,1.0,840.0,620.0,32.7767,-97.0816,1568771572.0,1.0,52.0,43,8,-0.5778654138477427
5668629755.0,1,5.0,3400.0,2000.0,37.7078,-122.1435,1577359644.0,1.0,271.0,14,5,3.595962567081048
5668622813.0,1,1.0,860.0,250.0,27.3181,-82.4987,1577359138.0,1.0,1269.0,9,9,-0.7709652270171305
5664594974.0,1,1.0,800.0,495.0,30.3054,-97.7497,1577016867.0,1.0,69.0,43,9,-0.5588924361887307
5668638714.0,1,2.0,3900.0,775.0,37.4356,-122.134,1577360257.0,1.0,1070.0,4,9,1.5572432782379553
5509020633.0,1,1.0,1400.0,800.0,35.774,-78.6328,1568768040.0,1.0,1155.0,27,8,-0.3863010218423515
5509230291.0,1,1.0,2750.0,689.0,40.722,-74.0644,1568780106.0,0.0,666.0,31,8,1.392340668863926
5668635643.0,2,2.0,1585.0,1210.0,41.5459,-87.4562,1577360055.0,1.0,607.0,15,9,-0.17293788997979942
5509057896.0,1,1.0,1172.0,735.0,34.2088,-84.1351,1568770890.0,1.0,345.0,10,8,-0.44841278140999086
5668614884.0,1,2.0,1245.0,462.0,40.7061,-111.9048,1577358637.0,1.0,1240.0,44,9,-0.46289256339870166
5509213217.0,1,2.0,635.0,900.0,40.3914,-79.8369,1568779440.0,0.0,1015.0,38,8,-0.5741443687457322
5668620378.0,1,1.0,1399.0,850.0,42.2711,-83.745,1577358994.0,1.0,39.0,22,9,-0.5278934696937259
5642313126.0,1,3.0,1050.0,950.0,39.9974,-82.9829,1575637932.0,1.0,305.0,35,9,-0.41938420258121134
5668628890.0,1,1.0,950.0,449.0,42.3882,-83.1122,1577359577.0,1.0,375.0,22,9,0.11251868000387207
5509086939.0,1,2.0,1065.0,851.0,39.8652,-75.0568,1568772619.0,1.0,78.0,31,8,-0.25305866261440274
5508950951.0,1,1.0,1545.0,836.0,39.2608,-77.278,1568763365.0,1.0,281.0,20,8,-0.007422551094413765
5668626510.0,4,5.0,3999.0,2980.0,47.7046,-122.1989,1577359378.0,1.0,652.0,12,9,3.6706890072783818
5668638850.0,2,2.0,1050.0,1100.0,40.6498,-111.9625,1577360267.0,1.0,1390.0,44,9,-0.29914835495101594
5664570363.0,1,1.0,1031.0,628.0,30.0066,-97.8071,1577015017.0,1.0,706.0,43,9,-0.5549315634728118
5668617677.0,1,1.0,546.0,573.0,29.7714,-95.4343,1577358806.0,1.0,633.0,43,9,-0.7659302036962989
5668619424.0,1,1.0,910.0,400.0,40.0213,-105.2552,1577358925.0,1.0,147.0,5,9,-0.7369914899090273
5668626975.0,1,1.0,2895.0,827.0,37.3905,-122.0796,1577359420.0,1.0,941.0,4,9,1.108502510421056
5508753655.0,1,1.0,1025.0,680.0,36.8379,-76.0939,1568750022.0,1.0,1454.0,45,8,-0.4847535914037176
5668614370.0,1,2.0,1000.0,1073.0,44.29,-88.2727,1577358599.0,1.0,682.0,48,9,-0.5176189761761435
5508763304.0,1,1.0,821.0,780.0,36.0913,-79.2861,1568750765.0,1.0,856.0,27,8,-0.5544195747885996
5668623308.0,2,3.0,4395.0,1650.0,40.9842,-73.6899,1577359170.0,1.0,304.0,20,9,1.3689218966753005
5508768871.0,1,1.0,1169.0,823.0,36.0993,-115.2838,1568751153.0,1.0,739.0,33,8,-0.4132150502387736
5664569456.0,1,1.0,1009.0,594.0,29.4624,-98.5253,1577014951.0,1.0,1242.0,43,9,-0.5859488999490895
5508761971.0,1,1.0,3160.0,742.0,42.328,-71.071,1568750639.0,1.0,145.0,19,8,1.6030574445588974
5668634304.0,2,4.0,1200.0,1100.0,40.5338,-75.7895,1577359975.0,1.0,705.0,38,9,0.623061556825706
5664596711.0,2,4.0,1500.0,1900.0,36.1716,-83.4221,1577017012.0,1.0,1160.0,4,9,0.18129964238217583
5664598089.0,1,1.0,875.0,775.0,39.9872,-83.0439,1577017142.0,1.0,552.0,35,9,-0.6206756188990785
5509145898.0,2,2.0,1735.0,1040.0,47.8495,-122.2825,1568776011.0,0.0,805.0,47,8,0.3053252513918366
5668641356.0,1,2.0,1795.0,822.0,47.616,-122.3275,1577360436.0,1.0,1284.0,47,9,0.5187114952000378
5664598308.0,1,5.0,1500.0,1800.0,42.1397,-75.8993,1577017160.0,1.0,587.0,41,9,0.9488255285891222
5668638768.0,1,1.0,895.0,700.0,37.3961,-79.1892,1577360261.0,1.0,803.0,45,9,-0.5364708513911317
5668609752.0,1,1.0,807.0,640.0,29.7714,-95.4343,1577358287.0,1.0,633.0,43,9,-0.5996553494037129
5648143350.0,2,3.0,1300.0,1358.0,33.56,-101.8904,1575978484.0,1.0,798.0,43,9,-0.03844249622934204
5664576799.0,2,4.0,2995.0,1560.0,43.0724,-89.4003,1577015505.0,1.0,925.0,27,9,0.32908195796596573
5668611689.0,1,2.0,1570.0,582.0,40.0054,-75.1415,1577358440.0,1.0,1098.0,38,9,-0.32406205012626266
5668618131.0,1,1.0,675.0,580.0,40.4969,-86.9659,1577358836.0,1.0,1502.0,15,9,-0.7059819262475727
5508771958.0,1,1.0,1359.0,790.0,39.0947,-76.8189,1568751388.0,1.0,741.0,20,8,-0.17581876146147477
5659917037.0,1,1.0,1050.0,688.0,30.3054,-97.7497,1576667647.0,1.0,69.0,43,9,-0.491015034569595
5668641670.0,1,2.0,1325.0,832.0,45.4922,-122.8578,1577360450.0,1.0,20.0,37,9,0.020521419391069926
5668631435.0,1,1.0,1125.0,654.0,30.6505,-97.6809,1577359756.0,1.0,519.0,43,9,-0.5192655697961663
5508777423.0,1,1.0,1075.0,649.0,27.4081,-82.5233,1568751772.0,1.0,1269.0,9,8,-0.48767735250229566
5508954357.0,1,1.0,1401.0,792.0,32.9661,-96.7988,1568763584.0,1.0,350.0,43,8,-0.046244777477624684
5668619613.0,2,2.0,850.0,1067.0,44.7897,-89.6859,1577358939.0,1.0,934.0,48,9,-0.45961071997325953
5509140704.0,1,1.0,1400.0,740.0,47.7179,-122.2059,1568775662.0,1.0,698.0,47,8,0.14488856451902513
5668622866.0,2,3.0,1099.0,1221.0,34.0505,-81.0098,1577359141.0,1.0,304.0,40,9,-0.1865386576056483
5659918163.0,2,5.0,2200.0,2200.0,39.1471,-86.5136,1576667750.0,1.0,304.0,24,9,1.6808831766590402
5664571538.0,1,1.0,895.0,250.0,39.8228,-105.1107,1577015097.0,1.0,55.0,5,9,-0.6611191417917823
5653561600.0,1,2.0,1595.0,1325.0,35.823,-78.6438,1576322054.0,1.0,1155.0,27,9,-0.09348374580191152
5664597033.0,1,2.0,1025.0,1100.0,39.5109,-76.1855,1577017046.0,1.0,0.0,20,9,0.003020857275175822
5659911845.0,2,2.0,3200.0,2046.0,32.8212,-96.7853,1576667335.0,1.0,906.0,28,9,0.41141564274050085
5668631549.0,1,2.0,1005.0,398.0,30.3054,-97.7497,1577359762.0,1.0,69.0,43,9,-0.44839509486005497
5668610972.0,2,4.0,1249.0,1600.0,33.9531,-81.2381,1577358379.0,1.0,1571.0,36,9,-0.06911153951328483
5668627804.0,1,2.0,1995.0,800.0,32.7876,-117.1265,1577359492.0,1.0,1245.0,4,9,0.7179579528454479
5668633379.0,1,2.0,1805.0,522.0,30.3054,-97.7497,1577359908.0,1.0,69.0,43,9,-8.979202876943648e-07
5668630675.0,1,1.0,1390.0,687.0,32.8212,-96.7853,1577359710.0,1.0,350.0,43,9,-0.01236597354207718
