id,bathrooms,bedrooms,price,square_feet,cityname,state,latitude,longitude,time,has_photo_Thumbnail,cityname_num,state_num,source
5659899323.0,1,1.0,800.0,230.0,Gastonia,NC,35.224,-81.1809,1576666501.0,1.0,517.0,27,9
5664573954.0,1,1.0,685.0,230.0,Wimauma,FL,27.7011,-82.3178,1577015249.0,1.0,1542.0,9,9
5668628531.0,1,1.0,525.0,230.0,Memphis,TN,35.1211,-89.9517,1577359551.0,1.0,864.0,42,9
5668639708.0,1,0.0,1095.0,231.0,Seattle,WA,47.616,-122.3275,1577360334.0,1.0,1284.0,47,9
5668612110.0,1,0.0,1695.0,232.0,San Francisco,CA,37.7599,-122.4379,1577358464.0,1.0,1246.0,4,9
5668636830.0,1,1.0,775.0,240.0,Bellingham,WA,48.7871,-122.4437,1577360135.0,1.0,104.0,47,9
5668629000.0,1,0.0,1299.0,243.0,Seattle,WA,47.616,-122.3275,1577359586.0,1.0,1284.0,47,9
5668620457.0,1,1.0,705.0,245.0,Anchorage,AK,61.1723,-149.8414,1577359000.0,1.0,34.0,0,9
5664571995.0,1,1.0,1800.0,250.0,Pacifica,CA,37.6019,-122.4863,1577015133.0,1.0,1062.0,4,9
5653561496.0,1,1.0,1600.0,250.0,Marina Del Rey,CA,33.9855,-118.4532,1576322048.0,1.0,835.0,4,9
5668624072.0,1,1.0,1500.0,250.0,San Francisco,CA,37.7599,-122.4379,1577359213.0,1.0,1246.0,4,9
5664579604.0,1,1.0,1330.0,250.0,Studio City,CA,34.145,-118.3898,1577015755.0,1.0,1365.0,4,9
5668623065.0,1,1.0,1310.0,250.0,Moorpark,CA,34.2805,-118.8861,1577359152.0,1.0,927.0,4,9
5664579928.0,1,1.0,1300.0,250.0,Torrance,CA,33.8363,-118.333,1577015787.0,1.0,1410.0,4,9
5664568684.0,1,1.0,1295.0,250.0,Sacramento,CA,38.5587,-121.432,1577014892.0,1.0,1223.0,4,9
5653562721.0,1,1.0,1255.0,250.0,Lake Balboa,CA,34.2017,-118.492,1576322123.0,1.0,721.0,4,9
5664574541.0,1,1.0,1250.0,250.0,Seattle,WA,47.616,-122.3275,1577015295.0,1.0,1284.0,47,9
5648113719.0,1,1.0,1250.0,250.0,North Hollywood,CA,34.1881,-118.3905,1575976767.0,1.0,1002.0,4,9
5664570234.0,1,1.0,1200.0,250.0,Denver,CO,39.736,-104.9819,1577015008.0,1.0,368.0,5,9
5664571553.0,1,1.0,1200.0,250.0,Aurora,CO,39.6828,-104.8078,1577015098.0,1.0,67.0,5,9
5668620616.0,1,1.0,1175.0,250.0,Brentwood,CA,37.9353,-121.6935,1577359008.0,1.0,161.0,4,9
5664571823.0,1,1.0,1155.0,250.0,San Rafael,CA,37.9917,-122.5247,1577015122.0,1.0,1255.0,4,9
5664573458.0,1,1.0,1150.0,250.0,North Potomac,MD,39.1088,-77.2384,1577015215.0,1.0,1009.0,20,9
5668624849.0,1,1.0,1145.0,250.0,Andover,MA,42.6484,-71.1615,1577359272.0,1.0,36.0,19,9
5668624024.0,1,1.0,1135.0,250.0,Oakland,CA,37.7904,-122.2151,1577359210.0,1.0,1028.0,4,9
5668623989.0,1,1.0,1115.0,250.0,San Pablo,CA,37.9724,-122.3304,1577359208.0,1.0,1253.0,4,9
5664596354.0,1,0.0,1095.0,250.0,Chicago,IL,41.8625,-87.6825,1577016975.0,1.0,271.0,14,9
5668624552.0,1,1.0,1090.0,250.0,Alexandria,VA,38.7999,-77.1072,1577359248.0,1.0,15.0,45,9
5664577920.0,1,1.0,1075.0,250.0,Chicago,IL,41.8625,-87.6825,1577015605.0,1.0,271.0,14,9
5668623116.0,1,1.0,1050.0,250.0,Thousand Oaks,CA,34.2009,-118.8636,1577359156.0,1.0,1401.0,4,9
5668623643.0,1,1.0,1050.0,250.0,Denver,CO,39.736,-104.9819,1577359188.0,1.0,368.0,5,9
5664574855.0,1,1.0,1045.0,250.0,Burke,VA,38.786,-77.2858,1577015325.0,1.0,193.0,45,9
5668624504.0,1,1.0,1025.0,250.0,Bellevue,WA,47.5988,-122.1507,1577359245.0,1.0,102.0,47,9
5664568674.0,1,1.0,1005.0,250.0,Wilton,CA,38.3918,-121.2234,1577014891.0,1.0,1540.0,4,9
5668623133.0,1,1.0,1000.0,250.0,Woodland Hills,CA,34.1677,-118.6141,1577359157.0,1.0,1556.0,4,9
5668624299.0,1,1.0,1000.0,250.0,Miami,FL,25.7603,-80.3005,1577359231.0,1.0,882.0,9,9
5668624350.0,1,1.0,1000.0,250.0,Hyattsville,MD,38.9633,-76.9375,1577359233.0,1.0,642.0,20,9
5664571557.0,1,1.0,1000.0,250.0,Westminster,CO,39.8644,-105.0454,1577015098.0,1.0,1517.0,5,9
5664570140.0,1,1.0,1000.0,250.0,Aurora,CO,39.6828,-104.8078,1577015002.0,1.0,67.0,5,9
5664571542.0,1,1.0,1000.0,250.0,Arvada,CO,39.8228,-105.1107,1577015097.0,1.0,55.0,5,9
5659898514.0,1,1.0,1000.0,250.0,Seal Beach,CA,33.7606,-118.0806,1576666443.0,1.0,1282.0,4,9
5668624441.0,1,1.0,975.0,250.0,San Marcos,CA,33.1463,-117.1694,1577359240.0,1.0,1251.0,4,9
5664578591.0,1,1.0,965.0,250.0,Medford Lakes,NJ,39.8587,-74.8101,1577015665.0,1.0,859.0,31,9
5668624721.0,1,1.0,955.0,250.0,Glen Burnie,MD,39.1634,-76.6165,1577359262.0,1.0,527.0,20,9
5664571537.0,1,1.0,950.0,250.0,Littleton,CO,39.5816,-105.0387,1577015096.0,1.0,774.0,5,9
5664571551.0,1,1.0,950.0,250.0,Aurora,CO,39.6828,-104.8078,1577015098.0,1.0,67.0,5,9
5664572242.0,1,1.0,930.0,250.0,Concord,CA,37.9682,-122.0091,1577015146.0,1.0,308.0,4,9
5668619413.0,1,1.0,925.0,250.0,Lafayette,CO,39.9999,-105.0993,1577358925.0,1.0,720.0,5,9
5664574194.0,1,1.0,925.0,250.0,Chula Vista,CA,32.6197,-117.0226,1577015266.0,1.0,275.0,4,9
5664571566.0,1,1.0,925.0,250.0,Glen Burnie,MD,39.1634,-76.6165,1577015099.0,1.0,527.0,20,9
5668612560.0,1,1.0,915.0,250.0,Highlands Ranch,CO,39.5516,-104.969,1577358488.0,1.0,609.0,5,9
5668624591.0,1,1.0,900.0,250.0,Laurel,MD,39.0976,-76.8614,1577359251.0,1.0,741.0,20,9
5668622471.0,1,1.0,900.0,250.0,Orlando,FL,28.5163,-81.3644,1577359122.0,1.0,1050.0,9,9
5668619405.0,1,1.0,900.0,250.0,Boulder,CO,40.0213,-105.2552,1577358924.0,1.0,147.0,5,9
5664571546.0,1,1.0,900.0,250.0,Aurora,CO,39.6828,-104.8078,1577015097.0,1.0,67.0,5,9
5659899184.0,1,1.0,900.0,250.0,La Puente,CA,34.0291,-117.9457,1576666494.0,1.0,713.0,4,9
5648113751.0,1,1.0,900.0,250.0,Anaheim,CA,33.8323,-117.9079,1575976769.0,1.0,33.0,4,9
5664570238.0,1,1.0,895.0,250.0,Commerce City,CO,39.8312,-104.8942,1577015009.0,1.0,307.0,5,9
5664571538.0,1,1.0,895.0,250.0,Arvada,CO,39.8228,-105.1107,1577015097.0,1.0,55.0,5,9
5664574816.0,1,1.0,875.0,250.0,Arlington,VA,38.8738,-77.1055,1577015322.0,1.0,52.0,45,9
5668619515.0,1,1.0,865.0,250.0,Naples,FL,26.1806,-81.7257,1577358931.0,1.0,953.0,9,9
5668624193.0,1,1.0,865.0,250.0,Atlanta,GA,33.7848,-84.3922,1577359222.0,1.0,60.0,10,9
5668622813.0,1,1.0,860.0,250.0,Sarasota,FL,27.3181,-82.4987,1577359138.0,1.0,1269.0,9,9
5668623669.0,1,1.0,855.0,250.0,Aurora,CO,39.6828,-104.8078,1577359190.0,1.0,67.0,5,9
5668624596.0,1,1.0,850.0,250.0,Lorton,VA,38.69,-77.2065,1577359251.0,1.0,790.0,45,9
5668619325.0,1,1.0,850.0,250.0,Fort Lupton,CO,40.0994,-104.8079,1577358918.0,1.0,483.0,5,9
5668624585.0,1,1.0,850.0,250.0,Woodbridge,VA,38.6487,-77.3152,1577359250.0,1.0,1553.0,45,9
5668622159.0,1,1.0,850.0,250.0,Nashville,TN,36.137,-86.783,1577359107.0,1.0,955.0,42,9
5664574103.0,1,1.0,850.0,250.0,Saint Petersburg,FL,27.7873,-82.6772,1577015259.0,1.0,1237.0,9,9
5664569721.0,1,1.0,850.0,250.0,Portland,OR,45.5091,-122.6449,1577014971.0,1.0,1134.0,37,9
5664575324.0,1,1.0,825.0,250.0,Joppa,MD,39.4324,-76.3552,1577015366.0,1.0,672.0,20,9
5668624279.0,1,1.0,805.0,250.0,Atlanta,GA,33.7848,-84.3922,1577359229.0,1.0,60.0,10,9
5668619409.0,1,1.0,800.0,250.0,Broomfield,CO,39.9156,-105.0876,1577358924.0,1.0,180.0,5,9
5668623652.0,1,1.0,800.0,250.0,Englewood,CO,39.6169,-104.919,1577359189.0,1.0,438.0,5,9
5668624325.0,1,1.0,800.0,250.0,Potomac,MD,39.0287,-77.2409,1577359232.0,1.0,1137.0,20,9
5668622638.0,1,1.0,800.0,250.0,Deltona,FL,28.905,-81.2156,1577359129.0,1.0,366.0,9,9
5668622770.0,1,1.0,800.0,250.0,Lodi,CA,38.1255,-121.2878,1577359136.0,1.0,779.0,4,9
5664567290.0,1,1.0,800.0,250.0,Jacksonville,FL,30.2989,-81.6324,1577014825.0,1.0,660.0,9,9
5668623636.0,1,1.0,795.0,250.0,Parker,CO,39.4904,-104.7265,1577359188.0,1.0,1080.0,5,9
5668622755.0,1,1.0,785.0,250.0,Fountain,CO,38.6968,-104.6969,1577359135.0,1.0,491.0,5,9
5668619495.0,1,1.0,785.0,250.0,Fort Collins,CO,40.5649,-105.0824,1577358930.0,1.0,480.0,5,9
5668619485.0,1,1.0,760.0,250.0,Loveland,CO,40.4067,-105.0984,1577358930.0,1.0,795.0,5,9
5668622484.0,1,1.0,755.0,250.0,Longwood,FL,28.7026,-81.3885,1577359122.0,1.0,788.0,9,9
5668619712.0,1,1.0,755.0,250.0,Bear,DE,39.6103,-75.6896,1577358946.0,1.0,90.0,8,9
5668614798.0,1,1.0,755.0,250.0,Hummelstown,PA,40.2776,-76.7088,1577358630.0,1.0,636.0,38,9
5668623963.0,1,1.0,750.0,250.0,Riverside,CA,33.945,-117.4074,1577359206.0,1.0,1192.0,4,9
5668620774.0,1,1.0,750.0,250.0,Port Saint Lucie,FL,27.2897,-80.3421,1577359020.0,1.0,1130.0,9,9
5668624602.0,1,1.0,750.0,250.0,Germantown,MD,39.1774,-77.2569,1577359252.0,1.0,520.0,20,9
5659898660.0,1,1.0,750.0,250.0,Charlotte,NC,35.2016,-80.8124,1576666455.0,1.0,257.0,27,9
5668622131.0,1,1.0,725.0,250.0,Nashville,TN,36.137,-86.783,1577359105.0,1.0,955.0,42,9
5664573229.0,1,1.0,725.0,250.0,Hiram,GA,33.8691,-84.7686,1577015201.0,1.0,614.0,10,9
5668622573.0,1,1.0,720.0,250.0,Converse,TX,29.4782,-98.2759,1577359126.0,1.0,309.0,43,9
5668624702.0,1,1.0,705.0,250.0,Houston,TX,29.7714,-95.4343,1577359260.0,1.0,633.0,43,9
5668625131.0,1,1.0,700.0,250.0,Apache Junction,AZ,33.4234,-111.5415,1577359294.0,1.0,46.0,3,9
5668622362.0,1,1.0,700.0,250.0,Austin,TX,30.3054,-97.7497,1577359117.0,1.0,69.0,43,9
5668619397.0,1,1.0,700.0,250.0,Broomfield,CO,39.9156,-105.0876,1577358923.0,1.0,180.0,5,9
5668625134.0,1,1.0,700.0,250.0,Scottsdale,AZ,33.5783,-111.8902,1577359295.0,1.0,1281.0,3,9
5668622438.0,1,1.0,700.0,250.0,Orlando,FL,28.5163,-81.3644,1577359121.0,1.0,1050.0,9,9
5664575334.0,1,1.0,700.0,250.0,Baltimore,MD,39.3191,-76.6126,1577015367.0,1.0,76.0,20,9
5664571532.0,1,1.0,700.0,250.0,Centennial,CO,39.6041,-104.8594,1577015096.0,1.0,244.0,5,9
5664571534.0,1,1.0,700.0,250.0,Lakewood,CO,39.6894,-105.1119,1577015096.0,1.0,732.0,5,9
5664570380.0,1,1.0,700.0,250.0,Kyle,TX,30.0066,-97.8071,1577015019.0,1.0,706.0,43,9
5668620019.0,1,0.0,695.0,250.0,Cedar Falls,IA,42.5286,-92.4509,1577358970.0,1.0,238.0,12,9
5664577738.0,1,1.0,695.0,250.0,Summit,IL,41.7834,-87.8099,1577015589.0,1.0,1370.0,14,9
5668622919.0,1,1.0,685.0,250.0,Columbia,SC,34.0505,-81.0098,1577359144.0,1.0,304.0,40,9
5664577241.0,1,1.0,685.0,250.0,Phoenix,AZ,33.5178,-112.0848,1577015542.0,1.0,1099.0,3,9
5664574886.0,1,1.0,675.0,250.0,Houston,TX,29.7714,-95.4343,1577015328.0,1.0,633.0,43,9
5642321533.0,1,1.0,675.0,250.0,Coon Rapids,MN,45.1748,-93.3109,1575638484.0,1.0,312.0,23,9
5664577303.0,1,1.0,660.0,250.0,Phoenix,AZ,33.5178,-112.0848,1577015549.0,1.0,1099.0,3,9
5668623923.0,1,1.0,650.0,250.0,Baltimore,MD,39.3191,-76.6126,1577359203.0,1.0,76.0,20,9
5668620500.0,1,1.0,650.0,250.0,Salem,OR,44.9545,-123.0072,1577359002.0,1.0,1238.0,37,9
5668619341.0,1,1.0,650.0,250.0,Chiefland,FL,29.4832,-82.8641,1577358919.0,1.0,272.0,9,9
5664569086.0,1,1.0,650.0,250.0,San Antonio,TX,29.4624,-98.5253,1577014919.0,1.0,1242.0,43,9
5664568007.0,1,1.0,650.0,250.0,Antioch,TN,36.0402,-86.6385,1577014855.0,1.0,45.0,42,9
5668620584.0,1,1.0,645.0,250.0,Surfside Beach,SC,33.6285,-78.9873,1577359007.0,1.0,1376.0,40,9
5659898888.0,1,1.0,645.0,250.0,Charlotte,NC,35.2016,-80.8124,1576666471.0,1.0,257.0,27,9
5668622807.0,1,1.0,625.0,250.0,Venice,FL,27.0717,-82.3833,1577359138.0,1.0,1445.0,9,9
5664577304.0,1,1.0,610.0,250.0,Phoenix,AZ,33.5178,-112.0848,1577015550.0,1.0,1099.0,3,9
5668619634.0,1,1.0,600.0,250.0,Spring Hill,FL,28.473,-82.5474,1577358940.0,1.0,1341.0,9,9
5668623447.0,1,1.0,600.0,250.0,Tucson,AZ,32.2264,-110.9438,1577359177.0,1.0,1417.0,3,9
5668624231.0,1,1.0,600.0,250.0,Dunwoody,GA,33.9369,-84.306,1577359225.0,1.0,395.0,10,9
5668619318.0,1,1.0,600.0,250.0,Santa Cruz,CA,36.9873,-122.016,1577358918.0,1.0,1264.0,4,9
5664573938.0,1,1.0,600.0,250.0,Tampa,FL,28.0076,-82.4792,1577015248.0,1.0,1385.0,9,9
5664598050.0,1,1.0,600.0,250.0,Houghton,MI,47.1165,-88.5631,1577017139.0,1.0,632.0,22,9
5664579687.0,1,1.0,600.0,250.0,Raleigh,NC,35.823,-78.6438,1577015762.0,1.0,1155.0,27,9
5668618570.0,1,1.0,595.0,250.0,New Canton,VA,37.6465,-78.2899,1577358867.0,1.0,969.0,45,9
5668619650.0,1,1.0,580.0,250.0,Vero Beach,FL,27.6361,-80.4261,1577358942.0,1.0,1449.0,9,9
5668620590.0,1,1.0,575.0,250.0,Coatesville,PA,39.9849,-75.8127,1577359007.0,1.0,296.0,38,9
5664568706.0,1,1.0,575.0,250.0,Winter Springs,FL,28.681,-81.2808,1577014894.0,1.0,1551.0,9,9
5668623914.0,1,1.0,550.0,250.0,Clarksville,MD,39.2019,-76.951,1577359203.0,1.0,283.0,20,9
5668625024.0,1,1.0,550.0,250.0,Springfield,VA,38.7701,-77.2263,1577359287.0,1.0,1345.0,45,9
5668620580.0,1,1.0,500.0,250.0,Little River,SC,33.8829,-78.6369,1577359006.0,1.0,772.0,40,9
5668624678.0,1,1.0,500.0,250.0,Bacliff,TX,29.5056,-94.9889,1577359258.0,1.0,72.0,43,9
5668614356.0,1,1.0,500.0,250.0,Paulden,AZ,34.8856,-112.4675,1577358597.0,1.0,1084.0,3,9
5668614767.0,1,1.0,499.0,250.0,Frankfort,KY,38.2006,-84.9469,1577358627.0,1.0,495.0,17,9
5664577170.0,1,1.0,495.0,250.0,Phoenix,AZ,33.5178,-112.0848,1577015536.0,1.0,1099.0,3,9
5664571561.0,1,1.0,200.0,250.0,Mount Airy,MD,39.3903,-77.1487,1577015099.0,1.0,936.0,20,9
5668639806.0,1,0.0,1325.0,253.0,Seattle,WA,47.616,-122.3275,1577360339.0,1.0,1284.0,47,9
5668639575.0,1,0.0,1400.0,255.0,Kirkland,WA,47.7046,-122.1989,1577360324.0,1.0,698.0,47,9
5668612986.0,1,0.0,1995.0,258.0,San Francisco,CA,37.7599,-122.4379,1577358513.0,1.0,1246.0,4,9
5668616388.0,1,1.0,710.0,265.0,Madison,WI,43.0724,-89.4003,1577358725.0,1.0,809.0,48,9
5668616880.0,1,1.0,1659.0,272.0,Washington,DC,38.9118,-77.0132,1577358754.0,1.0,1467.0,7,9
5668623998.0,1,1.0,1600.0,272.0,San Leandro,CA,37.7078,-122.1435,1577359208.0,1.0,1249.0,4,9
5668621331.0,1,1.0,850.0,273.0,Bloomington,IN,39.1471,-86.5136,1577359051.0,1.0,137.0,15,9
5664583637.0,1,0.0,1900.0,275.0,Corona Del Mar,CA,33.6019,-117.8637,1577016114.0,1.0,321.0,4,9
5659899312.0,1,1.0,1505.0,275.0,Los Angeles,CA,34.0372,-118.2972,1576666500.0,1.0,792.0,4,9
5664577215.0,1,1.0,900.0,275.0,Gilbert,AZ,33.3423,-111.7755,1577015539.0,1.0,522.0,3,9
5668625245.0,1,0.0,892.0,275.0,Chicago,IL,41.8625,-87.6825,1577359302.0,1.0,271.0,14,9
5509021365.0,1,1.0,705.0,275.0,Cincinnati,OH,39.1263,-84.5172,1568768104.0,0.0,278.0,35,8
5668624587.0,1,1.0,1240.0,280.0,Oxon Hill,MD,38.8077,-76.9886,1577359251.0,1.0,1060.0,20,9
5668640480.0,1,1.0,870.0,285.0,Anchorage,AK,61.1723,-149.8414,1577360387.0,1.0,34.0,0,9
5668637373.0,1,0.0,1095.0,286.0,Chicago,IL,41.8625,-87.6825,1577360156.0,1.0,271.0,14,9
5668637855.0,1,0.0,1350.0,288.0,Seattle,WA,47.616,-122.3275,1577360185.0,1.0,1284.0,47,9
5509169687.0,1,1.0,865.0,288.0,Oakdale,PA,40.3911,-80.1989,1568777542.0,0.0,1027.0,38,8
5664573764.0,1,1.0,690.0,288.0,Tampa,FL,28.0076,-82.4792,1577015236.0,1.0,1385.0,9,9
5668632975.0,1,0.0,1099.0,290.0,Portland,OR,45.5091,-122.6449,1577359880.0,1.0,1134.0,37,9
5659898774.0,1,1.0,700.0,290.0,Minneapolis,MN,44.9855,-93.3023,1576666463.0,1.0,904.0,23,9
5668632499.0,1,0.0,850.0,296.0,Iowa City,IA,41.6595,-91.535,1577359840.0,1.0,652.0,12,9
5668636664.0,1,0.0,2200.0,300.0,Palo Alto,CA,37.4356,-122.134,1577360127.0,1.0,1070.0,4,9
5509253425.0,1,1.0,2112.0,300.0,Ramsey,NJ,41.0591,-74.1452,1568781099.0,0.0,1157.0,31,8
5509211069.0,1,1.0,1868.0,300.0,Monrovia,CA,34.1428,-117.9996,1568779369.0,0.0,917.0,4,8
5509158718.0,1,1.0,1785.0,300.0,Farmington,CT,41.7277,-72.8374,1568777007.0,0.0,458.0,6,8
5508863370.0,1,1.0,1575.0,300.0,Los Angeles,CA,34.0628,-118.2754,1568758026.0,1.0,792.0,4,8
5508996417.0,1,1.0,1534.0,300.0,Gaithersburg,MD,39.1775,-77.1944,1568766195.0,0.0,507.0,20,8
5509160060.0,1,1.0,1470.0,300.0,Manchester,CT,41.7773,-72.5249,1568777135.0,0.0,818.0,6,8
5509135990.0,1,1.0,1470.0,300.0,Glen Burnie,MD,39.1627,-76.6354,1568775346.0,0.0,527.0,20,8
5509127645.0,1,1.0,1470.0,300.0,Columbia,MD,39.1723,-76.8514,1568774838.0,0.0,304.0,20,8
5668624897.0,1,2.0,1425.0,300.0,Brooklyn,NY,40.6496,-73.9596,1577359277.0,1.0,177.0,34,9
5509177914.0,1,1.0,1386.0,300.0,Linthicum Heights,MD,39.2081,-76.661,1568777995.0,0.0,769.0,20,8
5668634764.0,1,0.0,1195.0,300.0,Seattle,WA,47.616,-122.3275,1577360005.0,1.0,1284.0,47,9
5668628557.0,1,1.0,995.0,300.0,Chicago,IL,41.9891,-87.6572,1577359553.0,1.0,271.0,14,9
5509171057.0,1,0.0,975.0,300.0,Long Beach,CA,33.7815,-118.1934,1568777618.0,1.0,784.0,4,8
5668614256.0,1,1.0,911.0,300.0,Chicago,IL,41.8625,-87.6825,1577358589.0,1.0,271.0,14,9
5664597909.0,1,0.0,900.0,300.0,Austin,TX,30.3054,-97.7497,1577017126.0,1.0,69.0,43,9
5668619492.0,1,1.0,800.0,300.0,Fort Collins,CO,40.5649,-105.0824,1577358930.0,1.0,480.0,5,9
5668624249.0,1,1.0,800.0,300.0,Decatur,GA,33.7416,-84.2614,1577359226.0,1.0,362.0,10,9
5664570231.0,1,1.0,795.0,300.0,Denver,CO,39.736,-104.9819,1577015008.0,1.0,368.0,5,9
5637621543.0,1,1.0,795.0,300.0,Sarasota,FL,27.3181,-82.4987,1575418787.0,1.0,1269.0,9,3
5664579914.0,1,1.0,775.0,300.0,Milwaukee,WI,43.0531,-87.9659,1577015786.0,1.0,902.0,48,9
5668628540.0,1,0.0,760.0,300.0,Chicago,IL,41.8625,-87.6825,1577359552.0,1.0,271.0,14,9
5664573918.0,1,1.0,750.0,300.0,Wesley Chapel,FL,28.23,-82.3055,1577015246.0,1.0,1489.0,9,9
5668615025.0,1,1.0,725.0,300.0,Tiverton,RI,41.6151,-71.1705,1577358646.0,1.0,1404.0,39,9
5668624253.0,1,1.0,700.0,300.0,Stockbridge,GA,33.5571,-84.2167,1577359227.0,1.0,1356.0,10,9
5668625646.0,1,1.0,650.0,300.0,Columbus,OH,39.9974,-82.9829,1577359330.0,1.0,305.0,35,9
5668638112.0,1,1.0,595.0,300.0,Grand Junction,CO,39.0744,-108.5228,1577360203.0,1.0,547.0,5,9
5668621247.0,1,1.0,590.0,300.0,Bloomington,IN,39.1471,-86.5136,1577359047.0,1.0,137.0,15,9
5668621262.0,1,2.0,590.0,300.0,Bloomington,IN,39.1471,-86.5136,1577359047.0,1.0,137.0,15,9
5668621281.0,1,2.0,585.0,300.0,Bloomington,IN,39.1471,-86.5136,1577359049.0,1.0,137.0,15,9
5668621439.0,1,2.0,580.0,300.0,Champaign,IL,40.1145,-88.2723,1577359060.0,1.0,249.0,14,9
5653562744.0,1,1.0,400.0,300.0,Raleigh,NC,35.823,-78.6438,1576322125.0,1.0,1155.0,27,9
5668611625.0,1,1.0,1195.0,301.0,Reno,NV,39.5197,-119.8342,1577358435.0,1.0,1176.0,33,9
5668611633.0,1,1.0,1094.0,306.0,Reno,NV,39.5197,-119.8342,1577358436.0,1.0,1176.0,33,9
5668618430.0,1,0.0,725.0,308.0,West Lafayette,IN,40.4969,-86.9659,1577358856.0,1.0,1502.0,15,9
5668640814.0,1,0.0,1099.0,309.0,Portland,OR,45.5091,-122.6449,1577360408.0,1.0,1134.0,37,9
5668613174.0,1,2.0,1222.0,310.0,Lowell,MA,42.6398,-71.3184,1577358523.0,1.0,797.0,19,9
5668613088.0,1,0.0,2195.0,313.0,San Francisco,CA,37.7599,-122.4379,1577358518.0,1.0,1246.0,4,9
5664572479.0,1,1.0,760.0,313.0,Indianapolis,IN,39.7953,-86.1387,1577015158.0,1.0,646.0,15,9
5668622646.0,1,2.0,650.0,314.0,Ogden,UT,41.2321,-111.9813,1577359130.0,1.0,1036.0,44,9
5668622999.0,1,0.0,2695.0,315.0,San Francisco,CA,37.7599,-122.4379,1577359148.0,1.0,1246.0,4,9
5668614536.0,1,2.0,730.0,315.0,Anchorage,AK,61.1723,-149.8414,1577358613.0,1.0,34.0,0,9
